score_etoiles,score_dc,titre,entreprise,metier_norm,secteur_norm,niveau_norm,lieu,contrat,date_pub,date_limite,salaire,source,url,niveau_source,secteur_source,first_seen,last_seen,statut,raison_archive
★★☆☆☆,2,ASSISTANT EXCELLENCE OPERATIONNELLE JUNIOR H/F,Solibra CI,Opérations & Supervision,Administration,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-07-03,,,LinkedIn,https://ci.linkedin.com/jobs/view/assistant-excellence-operationnelle-junior-h-f-at-solibra-ci-4436848846?position=40&pageNum=0&refId=jATfuyOESXXP2gGeWNrngg%3D%3D&trackingId=w%2BoPG4qWKF43xvlx%2Fbi%2BjQ%3D%3D,Not Applicable,Beverage Manufacturing,2026-07-18,2026-07-20,active,
★★☆☆☆,2,OPERATEUR DE SAISIE (2) H/F - BOUAKE,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Administration & Assistanat,Administration,Junior,"Bouake, Côte d'ivoire",,26 Mai,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/bouake/136704-operateur-de-saisie-2-h-f-bouake,Débutant / Junior ( 1 à 2 ans ),,2026-06-19,2026-07-20,active,
★★☆☆☆,2,Electromécanicien H/F,SOLIBRA (Société de Limonaderies et de Brasseries d'Afrique),Autres métiers,Autres / Généraliste,Junior,"Abidjan, Côte d'ivoire",,24 Juin,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/abidjan/136742-electromecanicien-h-f,Débutant / Junior ( 3 à 5 ans ),,2026-06-29,2026-07-20,active,
★★☆☆☆,2,Peintre,YESHI GROUP,Autres métiers,Autres / Généraliste,Junior,Côte d'ivoire,,14 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136769-peintre,Jeune diplômé ( 3 à 5 ans ),,2026-07-18,2026-07-20,active,
★★☆☆☆,2,"Stagiaire pour l’Afrique de l’Ouest, du Centre et des îles (Comores et Madagascar)",Save the Children Colombia Oficial,Autres métiers,Autres / Généraliste,Stage,Côte d'Ivoire,Full-time,2026-07-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/stagiaire-pour-l%E2%80%99afrique-de-l%E2%80%99ouest-du-centre-et-des-%C3%AEles-comores-et-madagascar-at-save-the-children-colombia-oficial-4439028452?position=55&pageNum=0&refId=jATfuyOESXXP2gGeWNrngg%3D%3D&trackingId=Nsaxion8KFY0xH3tymQnDA%3D%3D,Not Applicable,Civic and Social Organizations,2026-07-20,2026-07-20,active,
★★☆☆☆,2,Tôlier,YESHI GROUP,Autres métiers,Autres / Généraliste,Junior,Côte d'ivoire,,14 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136772-tolier,Débutant / Junior ( 1 à 2 ans ),,2026-07-18,2026-07-20,active,
★★☆☆☆,2,Internship,AFGRI,Autres métiers,BTP & Construction,Stage,"Za, Sassandra-Marahoué, Côte d'Ivoire",Contract,2026-07-08,,,LinkedIn,https://ci.linkedin.com/jobs/view/internship-at-afgri-4438565092?position=5&pageNum=0&refId=jATfuyOESXXP2gGeWNrngg%3D%3D&trackingId=xRVetGa4b2XmXv98UPFaBg%3D%3D,Not Applicable,"Agriculture, Construction, Mining Machinery Manufacturing",2026-07-18,2026-07-20,active,
★★☆☆☆,2,Commercial (e) Externe - Agboville (Côte d'Ivoire),Lapaire,Commercial & Vente,Commerce & Vente,Junior,"Agboville, Lagunes, Côte d'Ivoire",Full-time,2026-07-03,,,LinkedIn,https://ci.linkedin.com/jobs/view/commercial-e-externe-agboville-c%C3%B4te-d-ivoire-at-lapaire-4436791369?position=32&pageNum=0&refId=jATfuyOESXXP2gGeWNrngg%3D%3D&trackingId=3p9n2tR%2FSuMKyYs2E%2F7YmQ%3D%3D,Entry level,Internet Publishing,2026-07-06,2026-07-20,active,
★★☆☆☆,2,Commercial (e) Externe - Agnibilékro (Côte d'Ivoire),Lapaire,Commercial & Vente,Commerce & Vente,Junior,Côte d'Ivoire,Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/commercial-e-externe-agnibil%C3%A9kro-c%C3%B4te-d-ivoire-at-lapaire-4431795396?position=23&pageNum=0&refId=jATfuyOESXXP2gGeWNrngg%3D%3D&trackingId=vZ5YfNL43%2FruDdVtM58ntg%3D%3D,Entry level,Internet Publishing,2026-06-29,2026-07-20,active,
★★☆☆☆,2,Commercial (e) Externe - Bassam (Côte d'Ivoire),Lapaire,Commercial & Vente,Commerce & Vente,Junior,"Grand-Bassam, Comoé, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/commercial-e-externe-bassam-c%C3%B4te-d-ivoire-at-lapaire-4432010116?position=47&pageNum=0&refId=jATfuyOESXXP2gGeWNrngg%3D%3D&trackingId=Nm9PCGZVNFyBDF3jfHey9Q%3D%3D,Entry level,Internet Publishing,2026-06-29,2026-07-20,active,
★★☆☆☆,2,Commercial (e) Externe - Bondoukou (Côte d'Ivoire),Lapaire,Commercial & Vente,Commerce & Vente,Junior,"Bondoukou, Zanzan, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/commercial-e-externe-bondoukou-c%C3%B4te-d-ivoire-at-lapaire-4432014044?position=19&pageNum=0&refId=jATfuyOESXXP2gGeWNrngg%3D%3D&trackingId=eHTuLDptCrOkySpLgclr%2Bw%3D%3D,Entry level,Internet Publishing,2026-06-29,2026-07-20,active,
★★☆☆☆,2,Commercial (e) Externe - Bonoua (Côte d'Ivoire),Lapaire,Commercial & Vente,Commerce & Vente,Junior,"Bonoua, Comoé, Côte d'Ivoire",Full-time,2026-06-22,,,LinkedIn,https://ci.linkedin.com/jobs/view/commercial-e-externe-bonoua-c%C3%B4te-d-ivoire-at-lapaire-4431797954?position=18&pageNum=0&refId=jATfuyOESXXP2gGeWNrngg%3D%3D&trackingId=UyABJVY9VYfw3qNL%2BCv56A%3D%3D,Entry level,Internet Publishing,2026-06-29,2026-07-20,active,
★★☆☆☆,2,Commercial (e) Externe - Dimbokro (Côte d'Ivoire),Lapaire,Commercial & Vente,Commerce & Vente,Junior,"Dimbokro, Lacs, Côte d'Ivoire",Full-time,2026-07-09,,,LinkedIn,https://ci.linkedin.com/jobs/view/commercial-e-externe-dimbokro-c%C3%B4te-d-ivoire-at-lapaire-4438814427?position=21&pageNum=0&refId=jATfuyOESXXP2gGeWNrngg%3D%3D&trackingId=FUy2CzwTGFhLsGnigecNwg%3D%3D,Entry level,Internet Publishing,2026-07-18,2026-07-20,active,
★★☆☆☆,2,Stagiaire Assistant Administratif Achat / Import (H/F),YESHI GROUP,Logistique & Supply Chain,Logistique & Achats,Stage,Côte d'ivoire,,03 Juin,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136714-stagiaire-assistant-administratif-achat-import-h-f,Jeune diplômé ( Moins d’un an ),,2026-06-19,2026-07-20,active,
★☆☆☆☆,1,CHAUFFEUR,YESHI GROUP,Métiers de terrain,Logistique & Achats,Junior,Côte d'ivoire,,14 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136765-chauffeur,Débutant / Junior ( 3 à 5 ans ),,2026-07-18,2026-07-20,active,
★☆☆☆☆,1,CHAUFFEUR POIDS LOURD (H/F),,Métiers de terrain,Logistique & Achats,Confirmé,Côte d'Ivoire,,19/06/2026,27/07/2026,,Educarriere,https://emploi.educarriere.ci/offre-151405-chauffeur-poids-lourd-h-f.html,,,2026-06-19,2026-06-22,active,
★☆☆☆☆,1,Chauffeur Coursier Magasin,YESHI GROUP,Métiers de terrain,Logistique & Achats,Junior,Côte d'ivoire,,14 Juillet,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136764-chauffeur-coursier-magasin,Débutant / Junior ( 1 à 2 ans ),,2026-07-18,2026-07-20,active,
★☆☆☆☆,1,professeur de tricotage,Entreprise anonyme,Enseignement & Formation,Éducation & Formation,Confirmé,Côte d'ivoire,,16 Juin,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136735-professeur-de-tricotage,Confirmé / Expérimenté ( 6 à 10 ans ),,2026-06-19,2026-07-20,active,
